Algoritmo,Camino,Costo,Consumo,Duración,Approx,Config
Algoritmo del Pulso (mÃ¡ximo 3 minutos),"1, 47, 46, 898, 897, 899, 909, 904, 903, 1346, 1383, 1387, 1352, 1351, 1350, 1364, 1365, 1366, 1368, 1367, 1905, 1907, 1908, 1927, 1926, 1933, 1935, 1936, 1948, 2017, 2060, 2019, 2018, 2020, 1917, 1916, 1921, 1920, 1922, 1890, 1889, 1891, 1884, 1885, 1886, 1887, 787, 785, 1883, 1882, 1902, 14866, 14865, 14867, 1893, 1807, 2001, 480, 479, 2000, 2004, 2003, 2002, 1751, 1750, 1752, 1769, 1768, 1771, 1775, 2006, 1780, 1779, 1993, 1994, 1995, 1996, 20514, 20513, 20520, 20518, 20517, 20527, 20528, 20529, 20519, 20372, 20353, 20355, 20362, 20361, 20369, 1971, 1972, 1973, 1974, 14192, 16846, 14194, 14193, 14195, 1964, 1965, 1961, 1960, 1966, 1967, 14045, 14046, 1641, 1640, 1637, 1632, 1631, 13047, 13046, 13031, 13032, 13033, 727, 728, 14582, 14585, 13005, 13006, 13019, 13017, 13014, 13012, 13010, 12792, 12793, 12972, 12973, 12971, 12954, 12953, 12928, 12927, 14247, 12825, 12820, 12819, 12821, 13248, 12848, 12850, 14251, 12828, 12830, 12833, 12832, 12784, 12783, 12802, 12801, 12803, 12629, 12628, 12631, 12630, 12736, 14451, 12671, 12673, 12672, 12724, 12688, 12689, 12680, 29311, 29303, 29302, 29299, 29298, 29300, 29301, 29288, 29289, 29280, 29281, 29282, 29290, 29291, 27517, 27526, 27525, 27524, 27523, 27521, 27520, 30205, 30206, 30193, 30194, 30215, 30216, 30178, 30177, 30179, 30222, 30221, 30220, 30218, 30219, 30129, 30130, 30131, 30163, 30142, 30139, 30238, 30237, 30363, 30319, 30320, 30435, 30322, 30323, 30324, 37519, 36437, 36438, 30457, 30317, 30030, 30337, 30338, 30377, 30793, 30378, 30379, 30805, 30746, 30747, 30755, 26548, 26549, 26617, 26475, 26456, 26460, 26461, 35443, 35442, 109900, 109908, 109856, 109860, 109852, 109120, 109156, 109124, 109123, 25653, 25652, 25651, 25650, 26445, 26454, 26453, 37818, 37817, 37816, 37815, 24765, 24764, 37809, 25357, 25358, 25388, 25389, 24739, 24727, 24731, 24719, 24699, 24687, 24686, 24685, 24668, 23042, 23043, 24524, 24523, 35374, 35373, 24488, 22929, 22928, 22930, 22931, 24475, 22599, 22598, 22600, 22601, 22602, 24046, 24045, 24043, 24044, 24042, 24041, 22554, 22363, 22364, 22365, 23855, 23856, 23857, 23850, 22347, 22338, 22073, 22074, 22339, 23415, 23389, 23390, 23391, 23387, 23388, 23367, 23368, 23380, 23381, 23385, 23216, 23215, 23121, 23194, 23208, 23206, 23205, 21635, 21636, 39052, 36172, 23139, 23140, 23288, 23289, 23290, 23291, 23292, 23293, 23294, 23250, 23251, 23253, 23256",1284890,2289661,,,Config100.txt
Algoritmo de buscar en la frontera de pareto,"1, 47, 46, 898, 897, 899, 909, 904, 903, 1346, 1383, 1387, 1352, 1351, 1350, 1364, 1365, 1366, 1368, 1367, 1905, 1907, 1908, 1927, 1926, 1933, 1935, 1936, 1948, 2017, 2060, 2019, 2018, 2020, 1917, 1916, 1921, 1920, 1922, 1890, 1889, 1891, 1884, 1885, 1886, 1887, 787, 785, 1883, 1882, 1902, 14866, 14865, 14867, 1893, 1807, 2001, 480, 479, 2000, 2004, 2003, 2002, 1751, 1750, 1752, 1769, 1768, 1771, 1775, 2006, 1780, 1779, 1993, 1994, 1995, 1996, 20514, 20513, 20520, 20518, 20517, 20527, 20528, 20529, 20519, 20372, 20353, 20355, 20362, 20361, 20369, 1971, 1972, 1973, 1974, 14192, 16846, 14194, 14193, 14195, 1964, 1965, 1961, 1960, 1966, 1967, 14045, 14046, 1641, 1640, 1637, 1632, 1631, 13047, 13046, 13031, 13032, 13033, 727, 728, 14582, 14585, 13005, 13006, 13019, 13017, 13014, 13012, 13010, 12792, 12793, 12972, 12973, 12971, 12954, 12953, 12928, 12927, 14247, 12825, 12820, 12819, 12821, 13248, 12848, 12850, 14251, 12828, 12830, 12833, 12832, 12784, 12783, 12802, 12801, 12803, 12629, 12628, 12631, 12630, 12736, 14451, 12671, 12673, 12672, 12724, 12688, 12689, 12680, 12682, 12683, 12261, 12260, 12566, 13407, 12495, 12265, 12264, 12267, 12266, 12269, 12443, 12444, 12445, 12462, 12468, 12438, 12439, 12453, 12409, 12411, 12404, 12406, 12341, 12337, 12336, 7574, 29075, 29045, 29044, 29082, 29103, 29101, 21326, 21325, 29616, 29615, 29621, 29620, 30135, 30136, 30137, 30003, 30004, 30310, 30311, 30318, 34929, 30337, 30338, 30377, 30793, 30378, 30379, 30805, 30746, 30747, 30755, 26548, 26549, 26617, 26475, 26456, 26460, 26461, 35443, 35442, 109900, 109901, 109927, 109864, 109860, 109852, 109120, 109156, 109124, 109123, 25653, 25652, 25651, 25650, 26445, 26454, 26453, 37818, 37817, 37816, 37815, 24765, 24764, 37809, 25357, 25358, 25388, 25389, 24739, 24727, 24731, 24719, 24699, 24687, 24686, 24685, 24668, 23042, 23043, 24524, 24523, 35374, 35373, 24488, 22929, 22928, 22930, 22931, 24475, 22599, 22598, 22600, 22601, 22602, 24046, 24045, 24043, 24044, 24042, 24041, 22554, 22363, 22364, 22365, 23855, 23856, 23857, 23850, 22347, 22338, 22073, 22074, 22339, 23415, 23389, 23390, 23391, 23387, 23388, 23367, 23368, 23380, 23381, 23385, 23216, 23215, 23121, 23194, 23208, 23206, 23205, 21635, 21636, 39052, 36172, 23139, 23140, 23288, 23289, 23290, 23291, 23292, 23293, 23294, 23250, 23251, 23253, 23256",1288953,2158145,,1.00316213839317,Config100.txt
Algoritmo de los caminos disyuntos,"1, 2, 35, 34, 73, 72, 101, 97, 96, 111, 114, 113, 116, 115, 409, 408, 2617, 2618, 436, 435, 454, 453, 455, 460, 463, 462, 2014, 13270, 1954, 1953, 2053, 2054, 2055, 2015, 2013, 2012, 2016, 1952, 1951, 14900, 2064, 2061, 2063, 2060, 2019, 2018, 2020, 1917, 1916, 1921, 1920, 1922, 1890, 1889, 1891, 1884, 1885, 1886, 1887, 20762, 20763, 20747, 20748, 20790, 20789, 20749, 20750, 21027, 20774, 20496, 20497, 20505, 20507, 20730, 20578, 20525, 20526, 20531, 20532, 20527, 20528, 20529, 20519, 20372, 20353, 20355, 20362, 20361, 20369, 1971, 1972, 1973, 1974, 14192, 16846, 14194, 14193, 14195, 1964, 1965, 1961, 1960, 1966, 1967, 14045, 14046, 1641, 1640, 1637, 1632, 1631, 13047, 13046, 13031, 13032, 13033, 727, 728, 14582, 14585, 13005, 13006, 13019, 13017, 13014, 13012, 13010, 12792, 12793, 12972, 12973, 12971, 12954, 12953, 12928, 12927, 14247, 12825, 12820, 12819, 12821, 13248, 12848, 12850, 14251, 12828, 12830, 12833, 12832, 12784, 12783, 12785, 12786, 12779, 12780, 12625, 12623, 12611, 12588, 12586, 12585, 12584, 12485, 12486, 15267, 15266, 15272, 15269, 15268, 15274, 15273, 2094, 2093, 12116, 12117, 14638, 12098, 12097, 12099, 7972, 7971, 14570, 14571, 11906, 11905, 11936, 11937, 11951, 11952, 11947, 11920, 11913, 12169, 12170, 12093, 12092, 12306, 12338, 12340, 7574, 29075, 29045, 29044, 29082, 29103, 29101, 21326, 21325, 29616, 29615, 29621, 29620, 30135, 30136, 30137, 30003, 30004, 30310, 30311, 30318, 34929, 30337, 30338, 30377, 30793, 30378, 30379, 30805, 30746, 30747, 30755, 26548, 26549, 26617, 26475, 26456, 26460, 26461, 35443, 35442, 109900, 109901, 109927, 109864, 109860, 109852, 109120, 109156, 109124, 109123, 25653, 25652, 25651, 25650, 26445, 26454, 26453, 37818, 37817, 37816, 37815, 24765, 24764, 37809, 25357, 25358, 25388, 25389, 24739, 24727, 24731, 24719, 24699, 24687, 24686, 24685, 24668, 23042, 23043, 24524, 24523, 35374, 35373, 24488, 22929, 22928, 22930, 22931, 24475, 22599, 22598, 22600, 22601, 22602, 24046, 24045, 24043, 24044, 24042, 24041, 22554, 22363, 22364, 22365, 23855, 23856, 23857, 23850, 22347, 22338, 22073, 22074, 22339, 23415, 23389, 23390, 23391, 23387, 23388, 23367, 23368, 23380, 23381, 23385, 23216, 23215, 23121, 23194, 23208, 23206, 23205, 21635, 21636, 39052, 36172, 23139, 23140, 23288, 23289, 23290, 23291, 23292, 23293, 23294, 23250, 23251, 23253, 23256",1372672,2010656,,1.068318688759349,Config100.txt
edge block,"1, 47, 46, 898, 897, 899, 909, 904, 903, 1346, 1383, 1387, 1352, 1351, 1350, 1364, 1365, 1366, 1368, 1367, 1905, 1907, 1908, 1927, 1926, 1933, 1935, 1936, 1948, 2017, 2060, 2019, 2018, 2020, 1917, 1916, 1921, 1920, 1922, 1890, 1889, 1891, 1884, 1885, 1886, 1887, 20762, 20763, 20747, 20748, 20790, 20789, 20749, 20750, 21027, 20774, 20496, 20588, 20565, 20566, 20567, 20568, 20505, 20507, 20730, 20578, 20525, 20526, 20531, 20532, 20527, 20528, 20529, 20519, 20372, 20353, 20355, 20362, 20361, 20369, 1971, 1972, 1973, 1974, 14192, 16846, 14194, 14193, 14195, 1964, 1965, 1961, 1960, 1966, 1967, 14045, 14046, 1641, 1640, 1637, 1632, 1631, 13047, 13046, 13031, 13032, 13033, 727, 728, 14582, 14585, 13005, 13006, 13019, 13017, 13014, 13012, 13010, 12792, 12793, 12972, 12973, 12971, 12954, 12953, 12928, 12927, 14247, 12825, 12820, 12819, 12821, 13248, 12848, 12850, 14251, 12828, 12830, 12833, 12832, 12784, 12783, 12785, 12786, 12779, 12780, 12625, 12623, 12611, 12588, 12586, 12585, 12584, 12485, 12486, 15267, 15266, 15272, 15269, 15268, 15274, 15273, 2094, 2093, 12116, 12117, 14638, 12098, 12097, 12099, 7972, 7971, 14570, 14571, 11906, 11905, 11936, 11937, 11951, 11952, 11947, 11920, 11913, 12169, 12170, 12093, 12092, 12306, 12338, 12340, 7574, 29075, 29045, 29044, 29082, 29103, 29101, 21326, 21325, 29616, 29615, 29621, 29620, 30135, 30136, 30137, 30003, 30004, 30310, 30311, 30318, 34929, 30337, 30338, 30377, 30793, 30378, 30379, 30805, 30746, 30747, 30755, 26548, 26549, 26617, 26475, 26456, 26460, 26461, 35443, 35442, 109900, 109901, 109927, 109864, 109860, 109852, 109120, 109156, 109124, 109123, 25653, 25652, 25651, 25650, 26445, 26454, 26453, 37818, 37817, 37816, 37815, 24765, 24764, 37809, 25357, 25358, 25388, 25389, 24739, 24727, 24731, 24719, 24699, 24687, 24686, 24685, 24668, 23042, 23043, 24524, 24523, 35374, 35373, 24488, 22929, 22928, 22930, 22931, 24475, 22599, 22598, 22600, 22601, 22602, 24046, 24045, 24043, 24044, 24042, 24041, 22554, 22363, 22364, 22365, 23855, 23856, 23857, 23850, 22347, 22338, 22073, 22074, 22339, 23415, 23389, 23390, 23391, 23387, 23388, 23367, 23368, 23380, 23381, 23385, 23216, 23215, 23121, 23194, 23208, 23206, 23205, 21635, 21636, 39052, 36172, 23139, 23140, 23288, 23289, 23290, 23291, 23292, 23293, 23294, 23250, 23251, 23253, 23256",1359686,2078259,,1.058211987018344,Config100.txt
edge penalization,"1, 47, 46, 898, 897, 899, 909, 904, 903, 1346, 1383, 1387, 1352, 1351, 1350, 1364, 1365, 1366, 1368, 1367, 1905, 1907, 1908, 1927, 1926, 1933, 1935, 1936, 1948, 2017, 2060, 2019, 2018, 2020, 1917, 1916, 1921, 1920, 1922, 1890, 1889, 1891, 1884, 1885, 1886, 1887, 20762, 20763, 20747, 20748, 20790, 20789, 20749, 20750, 21027, 20774, 20496, 20588, 20565, 20566, 20567, 20568, 20505, 20507, 20730, 20578, 20525, 20526, 20531, 20532, 20527, 20528, 20529, 20519, 20372, 20353, 20355, 20362, 20361, 20369, 1971, 1972, 1973, 1974, 14192, 16846, 14194, 14193, 14195, 1964, 1965, 1961, 1960, 1966, 1967, 14045, 14046, 1641, 1640, 1637, 1632, 1631, 13047, 13046, 13031, 13032, 13033, 727, 728, 14582, 14585, 13005, 13006, 13019, 13017, 13014, 13012, 13010, 12792, 12793, 12972, 12973, 12971, 12954, 12953, 12928, 12927, 14247, 12825, 12820, 12819, 12821, 13248, 12848, 12850, 14251, 12828, 12830, 12833, 12832, 12784, 12783, 12785, 12786, 12779, 12780, 12625, 12623, 12611, 12588, 12586, 12585, 12584, 12485, 12486, 15267, 15266, 15272, 15269, 15268, 15274, 15273, 2094, 2093, 12116, 12117, 14638, 12098, 12097, 12099, 7972, 7971, 14570, 14571, 11906, 11905, 11936, 11937, 11951, 11952, 11947, 11920, 11913, 12169, 12170, 12093, 12092, 12306, 12338, 12340, 7574, 29075, 29045, 29044, 29082, 29103, 29101, 21326, 21325, 29616, 29615, 29621, 29620, 30135, 30136, 30137, 30003, 30004, 30310, 30311, 30318, 34929, 30337, 30338, 30377, 30793, 30378, 30379, 30805, 30746, 30747, 30755, 26548, 26549, 26617, 26475, 26456, 26460, 26461, 35443, 35442, 109900, 109901, 109927, 109864, 109860, 109852, 109120, 109156, 109124, 109123, 25653, 25652, 25651, 25650, 26445, 26454, 26453, 37818, 37817, 37816, 37815, 24765, 24764, 37809, 25357, 25358, 25388, 25389, 24739, 24727, 24731, 24719, 24699, 24687, 24686, 24685, 24668, 23042, 23043, 24524, 24523, 35374, 35373, 24488, 22929, 22928, 22930, 22931, 24475, 22599, 22598, 22600, 22601, 22602, 24046, 24045, 24043, 24044, 24042, 24041, 22554, 22363, 22364, 22365, 23855, 23856, 23857, 23850, 22347, 22338, 22073, 22074, 22339, 23415, 23389, 23390, 23391, 23387, 23388, 23367, 23368, 23380, 23381, 23385, 23216, 23215, 23121, 23194, 23208, 23206, 23205, 21635, 21636, 39052, 36172, 23139, 23140, 23288, 23289, 23290, 23291, 23292, 23293, 23294, 23250, 23251, 23253, 23256",1359686,2078259,,1.058211987018344,Config100.txt
