Algoritmo,Camino,Costo,Consumo,Duración,Approx,Config
Algoritmo del Pulso (mÃ¡ximo 3 minutos),"1, 2, 7, 6, 22888, 22887, 22882, 827, 828, 1058951, 22877, 1058947, 1058942, 1058941, 22857, 1058938, 22850, 22756, 22755, 1285, 1282, 1271, 1049135, 1263, 1262, 1250, 769, 768, 766, 764, 740, 735, 734, 733, 730, 729, 720, 719, 717, 1048892, 667, 665, 666, 1057397, 19386, 1048634, 87, 589, 586, 568, 1048858, 1048857, 15, 16, 20",138107,287956,,,Config165.txt
Algoritmo de buscar en la frontera de pareto,"1, 2, 7, 6, 22888, 22887, 22882, 827, 828, 1058951, 22877, 1058947, 22869, 22860, 1058938, 22850, 22756, 22755, 1285, 1282, 1271, 1049135, 1263, 1262, 1250, 769, 768, 766, 764, 740, 735, 734, 733, 730, 729, 720, 719, 717, 1048892, 667, 665, 666, 1057397, 19386, 1048634, 87, 589, 586, 568, 1048858, 1048857, 15, 16, 20",138133,282825,,1.0001882598275251,Config165.txt
Algoritmo de los caminos disyuntos,"1, 2, 22981, 1059019, 1058959, 22889, 1058960, 80048, 80037, 80030, 1084882, 79997, 79988, 1084871, 79987, 79912, 79909, 79907, 79906, 1084849, 79903, 1084843, 79894, 79798, 79796, 79797, 79795, 79787, 1084772, 79785, 79784, 62420, 62410, 62409, 62407, 1076904, 62396, 62392, 62391, 62390, 1076900, 62387, 62384, 62383, 62382, 76038, 1083058, 76035, 76011, 1056496, 1056495, 1056493, 17464, 1056488, 17460, 17458, 1056478, 1056477, 17450, 17442, 1056480, 17451, 1056479, 17455, 39, 1048602, 40, 38, 41, 36, 568, 1048858, 1048857, 15, 16, 20",179643,275293,,1.3007523152338405,Config165.txt
edge block,"1, 2, 22954, 22888, 22887, 22882, 827, 828, 1058951, 22877, 1058947, 22869, 22860, 1058938, 22850, 22756, 22755, 1285, 1282, 1271, 1049135, 1263, 1262, 1250, 769, 768, 766, 764, 740, 735, 734, 733, 730, 729, 720, 719, 717, 1048892, 667, 665, 666, 1057397, 19386, 1048634, 87, 589, 586, 568, 1048858, 1048857, 15, 16, 20",138408,282781,,1.002179469541732,Config165.txt
edge penalization,"1, 2, 22954, 22888, 22887, 22882, 827, 828, 1058951, 22877, 1058947, 22869, 22860, 1058938, 22850, 22756, 22755, 1285, 1282, 1271, 1049135, 1263, 1262, 1250, 769, 768, 766, 764, 740, 735, 734, 733, 730, 729, 720, 719, 717, 1048892, 667, 665, 666, 1057397, 19386, 1048634, 87, 589, 586, 568, 1048858, 1048857, 15, 16, 20",138408,282781,,1.002179469541732,Config165.txt
